プラント	指図タイプ	MRP管理者	WBS番号	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	指図数	担当者コード	人数	工数時間	入力開始日	入力終了日	計画終了日	受注伝票番号	受注明細番号	保管場所
P100	ZPS2	B50	M-0340084-10	40162945	0030	0015139974	総合組立	C0911	MNN	A00A2111400	RCP-PL2-DD-HA-H-M-A(亜鉛)	1	02098	0	300		2025/08/01 21:30:09	20250820	 	 	1911
P100	ZPS2	C17	M-0335925-10	40161144	0040	0014872842	製品検査	C0951	NN	A00A2084800	ECA4F6-350-1500LSV No.1	1	02274	0	60		2025/08/01 21:30:16	20250808	 	 	1911
P100	ZPS2	C17	M-0335925-20	40161145	0040	0014872852	製品検査	C0951	NN	A00A2084900	ECA4F6-350-1500LSV No.2	1	02274	0	270		2025/08/01 21:30:16	20250808	 	 	1911
P100	ZP33	C40	 	70041413	0030	0015797396	総合組立	C0921	SN	ZSH	引取修理	1	02316	0	150		2025/08/01 21:30:16	20250912	0000000000	000000	1910
P100	ZPS2	CG1	C-0332092-10	40159531	1020	0014490628	組立大型手直(他責)	CZ020	NN	A00A2058800	SKS450W-800MSP	1	02316	0	70		2025/08/01 21:30:16	20250730	 	 	1911
P100	ZPS2	C17	G-0332335-10	40159641	1020	0014504073	組立大型手直(他責)	CZ020	NN	A00A2060200	SCB3WF7-45-15KCL	1	02780	0	100		2025/08/01 21:30:17	20250917	 	 	
P100	ZP10	B50	 	10132652	0040	0015143866	製品検査	C0953	SN	U00A0192301	80V-300A T1(UNIT)	2	02416	0	280		2025/08/01 21:30:17	20250804	0000000000	000000	1210
P100	ZP10	B10	 	10131775	0040	0014875681	総合組立	C0921	MSN	A00A1511801	NW-150AH-5 CQC	20	02692	0	390		2025/08/01 21:30:17	20250819	0000000000	000000	1911
P100	ZPS2	C17	G-0332335-10	40159641	0030	0014504069	総合組立	C0911	MNN	A00A2060200	SCB3WF7-45-15KCL	1	02780	0	200		2025/08/01 21:30:17	20250917	 	 	
P100	ZPS2	C17	G-0333104-20	40160104	0040	0014600806	製品検査	C0951	NN	A00A2063400	SCAM26-200-100VC	1	02416	0	120		2025/08/01 21:30:17	20250828	 	 	1911
P100	ZPS2	C17	G-0332335-10	40159641	0030	0014504069	総合組立	C0911	MNN	A00A2060200	SCB3WF7-45-15KCL	1	02935	0	430		2025/08/01 21:30:18	20250917	 	 	
P100	ZPS2	C17	G-0316801-10	40149805	0030	0012819730	総合組立	C0911	MNN	A00A1949900	SCA4F12-120-4167SVC	4	02793	0	200		2025/08/01 21:30:18	20250930	 	 	
P100	ZP10	B55	 	10132856	0040	0015274834	総合組立	C0922	MSN	A7A784400	RS-RC A/M 15V A 10M	1	03020	0	5		2025/08/01 21:30:18	20250808	0000000000	000000	1210
P100	ZP10	BL0	 	10133043	0030	0015356781	総合組立	C0922	MSN	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15	03020	0	20		2025/08/01 21:30:18	20250821	0000000000	000000	1210
P100	ZP10	B55	 	10132831	0040	0015243170	総合組立	C0922	MSN	A2A737100	RS-15010AY5 10M	1	03020	0	5		2025/08/01 21:30:18	20250807	0000000000	000000	1210
P100	ZPS2	CD1	I-0331840-10-01-07-01	40164667	0030	0015525993	ハーネス一品（布線）	A0720	MNN		出力切換盤_ハーネス		03060	0	112		2025/08/01 21:30:19	20250718	 	 	
P100	ZPS2	CC0	I-0326878-10-01-01	40156586	0010	0013962034	ケース（板金）	A0310	NN	J00A7156400	ケース	1	03090	0	90		2025/08/01 21:30:19	20250303	 	 	
P100	ZPS2	C28	I-0334840-10-01-04	40162219	0030	0015029782	総合組立	C0912	MNN	A00A2064701	SFST25SGB1-100MSE (I/O)	1	03060	0	180		2025/08/01 21:30:19	20250827	 	 	
P100	ZP33	C40	 	70041413	0030	0015797396	総合組立	C0921	SN	ZSH	引取修理	1	03058	0	180		2025/08/01 21:30:19	20250912	0000000000	000000	1910
P100	ZPS2	C17	M-0335925-10	40161144	0050	0014872843	製品仕上げ	C0914	NN	A00A2084800	ECA4F6-350-1500LSV No.1	1	03058	0	120		2025/08/01 21:30:19	20250808	 	 	1911
P100	ZPS2	CC0	G-0331386-10-01-03	40160456	0010	0014674146	ケース（板金）	A0310	NN	J00A7168700	大型Ｂ２ケース	1	03260	0	365		2025/08/01 21:30:20	20250804	 	 	
P100	ZPS2	CC0	G-0332291-10-01-01	40160912	0010	0014771211	ケース（板金）	A0310	NN	J00A7223600	ｹｰｽ構成表	1	03090	0	90		2025/08/01 21:30:20	20250711	 	 	
P100	ZPS2	CC0	G-0331386-10-01-07-01	40160461	0010	0014674190	ケース（板金）	A0310	NN	J00A7174700	別盤(LCP)_ケース	1	03090	0	30		2025/08/01 21:30:20	20250603	 	 	
P100	ZPS2	C17	G-0316801-10	40149805	0030	0012819730	総合組立	C0911	MNN	A00A1949900	SCA4F12-120-4167SVC	4	03241	0	140		2025/08/01 21:30:20	20250930	 	 	
P100	ZPS2	CP0	G-0332335-10-01-09	40163476	1000	0015229909	製品検査	C0951	NN	A00A2060201	SCB3WF7-45-15KCL(LCP)	1	03241	0	90		2025/08/01 21:30:20	20250917	 	 	
P100	ZPS2	CC0	G-0332291-10-01-01	40160912	0010	0014771211	ケース（板金）	A0310	NN	J00A7223600	ｹｰｽ構成表	1	03304	0	14		2025/08/01 21:30:21	20250711	 	 	
P100	ZPS2	CC0	G-0331386-10-01-07-01	40160461	0010	0014674190	ケース（板金）	A0310	NN	J00A7174700	別盤(LCP)_ケース	1	03304	0	16		2025/08/01 21:30:21	20250603	 	 	
P100	ZPS2	CC0	G-0331386-10-01-07-01	40160461	0010	0014674190	ケース（板金）	A0310	NN	J00A7174700	別盤(LCP)_ケース	1	03260	0	75		2025/08/01 21:30:21	20250603	 	 	
P100	ZPS2	CC0	G-0331386-10-01-03	40160456	0010	0014674146	ケース（板金）	A0310	NN	J00A7168700	大型Ｂ２ケース	1	03304	0	109		2025/08/01 21:30:21	20250804	 	 	
P100	ZPS2	CC1	I-0341565-10-01-08-01	40164574	0010	0015522400	ケース（板金）	A0310	NN	J00A5188900	ｹｰｽ金具構成表	1	03304	0	55		2025/08/01 21:30:21	20250808	 	 	
P100	ZP10	BB0	 	10133380	0010	0015613272	小型変圧（出庫・機械段取）	A0105	SNF	F00A0643400	DCL 0.5MH巻線表	9	03340	0	10		2025/08/01 21:30:22	20250804	0000000000	000000	1210
P100	ZP10	BB0	 	10133380	1000	0015613277	小型変圧（組立・仕上・検査）	A0130	MSN	F00A0643400	DCL 0.5MH巻線表	9	03340	0	60		2025/08/01 21:30:22	20250804	0000000000	000000	1210
P100	ZPS2	CC0	G-0331386-10-01-03	40160456	0010	0014674146	ケース（板金）	A0310	NN	J00A7168700	大型Ｂ２ケース	1	03384	0	270		2025/08/01 21:30:22	20250804	 	 	
P100	ZPS2	CC0	I-0326878-10-01-01	40156586	0010	0013962034	ケース（板金）	A0310	NN	J00A7156400	ケース	1	03384	0	30		2025/08/01 21:30:22	20250303	 	 	
P100	ZPS2	C17	G-0327727-10	40157021	0030	0014063417	総合組立	C0911	MNN	A00A2031200	KC4WF7-30-10KC（1EGL）	2	03357	0	400		2025/08/01 21:30:22	20250910	 	 	
P100	ZP10	B50	 	10132651	0030	0015143856	総合組立	C0921	MSN	A00A1311100	KTA2F2-80-300VCT1	2	03475	0	120		2025/08/01 21:30:23	20250822	0000000000	000000	1910
P100	ZPS2	B50	M-0338500-10	40162095	0030	0015025413	総合組立	C0911	MNN	A00A2099400	KCA2F7-35-600W	2	03475	0	280		2025/08/01 21:30:23	20250826	 	 	1911
P100	ZP11	PC1	 	50116304	0130	0014487025	段取り（検査）	A0850	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	03515	0	5		2025/08/01 21:30:23	20250220	0000000000	000000	1120
P100	ZPS2	C17	G-0332335-10	40159641	0030	0014504069	総合組立	C0911	MNN	A00A2060200	SCB3WF7-45-15KCL	1	03387	0	400		2025/08/01 21:30:23	20250917	 	 	
P100	ZP11	PC1	 	50119366	0120	0015294395	作業時間（修正）	A0830	SNF	P0A611600	WK-6116B     CO2 CONTROL	50	03451	0	60		2025/08/01 21:30:23	20250805	0000000000	000000	1120
P100	ZP11	PC1	 	50116763	0130	0014598471	段取り（検査）	A0850	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	16	03515	0	5		2025/08/01 21:30:24	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50116763	0160	0014598474	作業時間（検査）	A0852	MFN	PZZA0494218	PK-4942C U18(13)62368 RC1	16	03515	0	4		2025/08/01 21:30:24	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50116304	0160	0014487028	作業時間（検査）	A0852	MFN	PZZA0494218	PK-4942C U18(13)62368 RC1	32	03515	0	5		2025/08/01 21:30:24	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50119366	0130	0015294396	段取り（検査）	A0850	SNF	P0A611600	WK-6116B     CO2 CONTROL	50	03515	0	5		2025/08/01 21:30:24	20250805	0000000000	000000	1120
P100	ZP11	PC1	 	50119366	0160	0015294399	作業時間（検査）	A0852	MFN	P0A611600	WK-6116B     CO2 CONTROL	50	03515	0	50		2025/08/01 21:30:24	20250805	0000000000	000000	1120
P100	ZP11	PC1	 	50120044	0130	0015697075	段取り（検査）	A0850	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	03515	0	5		2025/08/01 21:30:25	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50119919	0130	0015614849	段取り（検査）	A0850	SNF	P00A0703000	IK-7030B	12	03515	0	5		2025/08/01 21:30:25	20250730	0000000000	000000	1120
P100	ZP11	PC1	 	50119942	0160	0015627171	作業時間（検査）	A0852	MFN	P00A0715916	IK-7159CU16 CM600DU-12NFH	15	03515	0	20		2025/08/01 21:30:25	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50119942	0130	0015627169	段取り（検査）	A0850	SNF	P00A0715916	IK-7159CU16 CM600DU-12NFH	15	03515	0	5		2025/08/01 21:30:25	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50119919	0160	0015614851	作業時間（検査）	A0852	MFN	P00A0703000	IK-7030B	12	03515	0	40		2025/08/01 21:30:25	20250730	0000000000	000000	1120
P100	ZP11	PC1	 	50120062	0130	0015698795	段取り（検査）	A0850	SNF	P00A0770900	WK-7709      OUTPUT FILT.	3	03515	0	5		2025/08/01 21:30:26	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50120044	0160	0015697077	作業時間（検査）	A0852	MFN	P00A0752100	WK-7521D PILOT MAIN PCB	15	03515	0	40		2025/08/01 21:30:26	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50120169	1000	0015776336	作業時間（検査）	A0852	MFN	P00A0745800	WK-7458A     CTRL REACH	1	03515	0	2		2025/08/01 21:30:26	20250729	0000000000	000000	1120
P100	ZP11	PC1	 	50120169	0130	0015776330	段取り（検査）	A0850	SNF	P00A0745800	WK-7458A     CTRL REACH	1	03515	0	5		2025/08/01 21:30:26	20250729	0000000000	000000	1120
P100	ZP11	PC1	 	50120062	0160	0015698794	作業時間（検査）	A0852	MFN	P00A0770900	WK-7709      OUTPUT FILT.	3	03515	0	3		2025/08/01 21:30:26	20250731	0000000000	000000	1120
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	0040	0015041401	ケース（洗浄乾燥）	A0341	NN	J00A7190900	ｹｰｽ構成表	4	03788	0	28		2025/08/01 21:30:27	20250703	 	 	
P100	ZPS2	C17	G-0316801-10	40149805	0030	0012819730	総合組立	C0911	MNN	A00A1949900	SCA4F12-120-4167SVC	4	03645	0	190		2025/08/01 21:30:27	20250930	 	 	
P100	ZPS2	CC0	G-0331386-10-01-07-01	40160461	0030	0014674192	ケース（枠・組立）	A0320	MNN	J00A7174700	別盤(LCP)_ケース	1	03782	0	200		2025/08/01 21:30:27	20250603	 	 	
P100	ZPS2	CC0	G-0331386-20-01-05-01	40160470	0050	0014674273	ケース（塗装）	A0330	NN	J00A6994500	別盤(LCP)_ケース	1	03788	0	30		2025/08/01 21:30:27	20250603	 	 	
P100	ZPS2	CC0	I-0326878-10-01-01	40156586	0030	0013962036	ケース（枠・組立）	A0320	MNN	J00A7156400	ケース	1	03782	0	150		2025/08/01 21:30:27	20250303	 	 	
P100	ZPS2	CC0	G-0332335-10-01-02	40163361	0040	0015211677	ケース（洗浄乾燥）	A0341	NN	J00A7151200	ケース構成表(本体)	1	03788	0	72		2025/08/01 21:30:28	20250709	 	 	
P100	ZPS2	CC0	G-0332335-10-01-02	40163361	0050	0015211678	ケース（塗装）	A0330	NN	J00A7151200	ケース構成表(本体)	1	03788	0	100		2025/08/01 21:30:28	20250709	 	 	
P100	ZPS2	C17	G-0327744-10	40157026	0040	0014063493	製品検査	C0951	NN	A00A2031100	SCB3WF7-35-20KC(T/B切替)	1	03830	0	305		2025/08/01 21:30:28	20250822	 	 	1911
P100	ZPS2	CC0	M-0338167-10-01-03	40164766	0050	0015541277	ケース（塗装）	A0330	NN	JHA256106	MRS-40/12060ACY ｹｰｽ構成表	1	03788	0	35		2025/08/01 21:30:28	20250804	 	 	
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	0050	0015041402	ケース（塗装）	A0330	NN	J00A7190900	ｹｰｽ構成表	4	03788	0	190		2025/08/01 21:30:28	20250703	 	 	
P100	ZPS2	CC0	G-0332291-10-01-01	40160912	0010	0014771211	ケース（板金）	A0310	NN	J00A7223600	ｹｰｽ構成表	1	03959	0	15		2025/08/01 21:30:29	20250711	 	 	
P100	ZP10	B10	 	10132854	0030	0015274671	総合組立	C0921	MSN	A00A1963100	MRT-10010CY       STD	5	03925	0	180		2025/08/01 21:30:29	20250806	0000000000	000000	1911
P100	ZP10	CE0	 	10132955	0010	0015295709	ヒートシンク（加工）	A0510	MSN	EEA557400	FIN3	12	03959	0	8		2025/08/01 21:30:29	20250826	0000000000	000000	1210
P100	ZP10	B10	 	10132853	0030	0015274662	総合組立	C0921	MSN	A00A1963600	MRT-15010CY       STD	5	03925	0	200		2025/08/01 21:30:29	20250806	0000000000	000000	1911
P100	ZPS2	CC1	I-0326877-10-01-08-01	40163910	0020	0015294789	ケース（NCT）	A0340	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1	03959	0	33		2025/08/01 21:30:29	20250710	 	 	
P100	ZP10	CE0	 	10133237	0010	0015541125	ヒートシンク（加工）	A0510	MSN	E1B412600	2ｼﾞｶﾞﾜﾋｰﾄｼﾝｸ	4	03959	0	15		2025/08/01 21:30:30	20250618	0000000000	000000	1210
P100	ZP10	CE0	 	10132956	0010	0015295718	ヒートシンク（加工）	A0510	MSN	EEA557500	FIN ME9*120	12	03959	0	8		2025/08/01 21:30:30	20250826	0000000000	000000	1210
P100	ZP10	CE0	 	10133236	0010	0015541113	ヒートシンク（加工）	A0510	MSN	E1B412500	1ｼﾞｶﾞﾜﾋｰﾄｼﾝｸ	1	03959	0	11		2025/08/01 21:30:30	20250618	0000000000	000000	1210
P100	ZP10	B58	 	10133018	0040	0015351439	製品検査	C0953	SN	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5	03965	0	400		2025/08/01 21:30:30	20250808	0000000000	000000	1910
P100	ZPS2	CC0	M-0341859-10-01-01	40164764	0010	0015541080	ケース（板金）	A0310	NN	JHA103501	MRS-12020T ｹｰｽ構成表	1	03959	0	54		2025/08/01 21:30:30	20250901	 	 	
P100	ZP10	CD0	 	10133432	1000	0015696211	ハーネス量産（圧着・コネクタ・検査）	A0630	MSN	E00A3846900	KSM-4002HAFIW ﾎｼﾞｮﾊｰﾈｽ	100	04115	0	200		2025/08/01 21:30:31	20250903	0000000000	000000	1210
P100	ZP10	B10	 	10131775	0040	0014875681	総合組立	C0921	MSN	A00A1511801	NW-150AH-5 CQC	20	03966	0	350		2025/08/01 21:30:31	20250819	0000000000	000000	1911
P100	ZPS2	CB0	G-0334282-20-01-01	40162827	0030	0015093802	大型変圧（巻線）	A0010	NN	F00A0906900	巻線表	2	03992	0	390		2025/08/01 21:30:31	20250908	 	 	
P100	ZPS2	C27	I-0332489-10	40159691	1030	0014505266	検査大型手直し(自責)	C0971	NN	A00A2013900	SCF150TGD40	1	04088	0	230		2025/08/01 21:30:31	20250730	 	 	1911
P100	ZPS2	C27	I-0332489-10	40159691	0040	0014505262	製品検査	C0952	NN	A00A2013900	SCF150TGD40	1	04088	0	140		2025/08/01 21:30:31	20250730	 	 	1911
P100	ZPS2	CF0	G-0334307-10-01-14	40165596	1020	0015799699	他部署手直し（ブスバー）	A0485	NN	E00A6425700	ﾌﾞｽﾊﾞｰ構成表(変更2)	1	04188	0	30		2025/08/01 21:30:32	20250808	 	 	
P100	ZPS2	CF0	I-0335841-10-01-05-03	40165299	1000	0015699681	ブスバー（加工）	A0410	MNN	E00A6397200	ﾌﾞｽﾊﾞｰ構成表(INV)	1	04188	0	60		2025/08/01 21:30:32	20250819	 	 	
P100	ZPS2	CF0	I-0335841-30-01-05-03	40165386	1000	0015747272	ブスバー（加工）	A0410	MNN	E00A6397200	ﾌﾞｽﾊﾞｰ構成表(INV)	1	04188	0	60		2025/08/01 21:30:32	20250825	 	 	
P100	ZPS2	CF0	M-0337463-20-01-03	40162732	1000	0015084483	ブスバー（加工）	A0410	MNN	E00A6260700	ﾌﾞｽﾊﾞｰ構成表	1	04188	0	160		2025/08/01 21:30:32	20250821	 	 	
P100	ZPS2	CF0	I-0331840-10-01-11	40165581	1020	0015799456	他部署手直し（ブスバー）	A0485	NN	E00A6424800	ブスバー	2	04188	0	30		2025/08/01 21:30:32	20250808	 	 	
P100	ZPS2	C17	G-0314265-10	40147985	0040	0012457105	製品検査	C0951	NN	A00A1933100	SCAM4W12-42-6055PLX4	1	04254	0	290		2025/08/01 21:30:33	20250806	 	 	1911
P100	ZPS2	CD0	M-0340310-10-01-01	40163510	0010	0015232216	ハーネス量産（加工）	A0610	NN	64029292800	MRS-12050PR. 補助ﾊｰﾈｽ	1	04331	0	103		2025/08/01 21:30:33	20250801	 	 	
P100	ZPS2	CB0	G-0335957-10-01-07	40162989	0030	0015144727	大型変圧（巻線）	A0010	NN	F00A0907800	3! 5503KVA 3300/649VX2	1	04281	0	70		2025/08/01 21:30:33	20250805	 	 	
P100	ZPS2	CF0	G-0331386-10-01-11	40165600	1020	0015799926	他部署手直し（ブスバー）	A0485	NN	E00A4476100	ブスバー2	1	04188	0	10		2025/08/01 21:30:33	20250807	 	 	
P100	ZPS2	CB0	G-0341798-10-01-01	40164033	0030	0015335463	大型変圧（巻線）	A0010	NN	F00A0914400	3! 50KVA 423V/220V	1	04281	0	320		2025/08/01 21:30:33	20251202	 	 	
P100	ZP10	B10	 	10131775	0040	0014875681	総合組立	C0921	MSN	A00A1511801	NW-150AH-5 CQC	20	04540	0	400		2025/08/01 21:30:34	20250819	0000000000	000000	1911
P100	ZPS2	C27	I-0321267-10	40152243	0040	0013397702	製品検査	C0952	NN	A00A1982200	SIT10SGD/SKS150-200MSP	1	04411	0	360		2025/08/01 21:30:34	20250808	 	 	1911
P100	ZPS2	CB0	G-0331386-10-01-02	40160453	0040	0014674125	大型変圧（コア組）	A0020	NN	F00A0898900	ACL 782KVA	1	04468	0	400		2025/08/01 21:30:34	20250603	 	 	
P100	ZPS2	CD1	I-0335841-10-01-05-01	40162443	0020	0015042374	ハーネス一品（機械時間）	A0740	NN		インバータ盤_ハーネス		04549	0	20		2025/08/01 21:30:34	20250819	 	 	
P100	ZPS2	CD1	I-0326878-10-01-04-01	40156590	0020	0013962069	ハーネス一品（機械時間）	A0740	NN		盤１_ハーネス		04549	0	220		2025/08/01 21:30:34	20250303	 	 	
P100	ZPS2	CJ0	G-0337201-10	40161553	0040	0014950195	製品検査	C0951	NN	A00A2077300	SVG300KVA (7G)	1	04570	0	310		2025/08/01 21:30:35	20250820	 	 	1911
P100	ZPS2	CD1	G-0335029-10-01-04	40162714	0020	0015084335	ハーネス一品（機械時間）	A0740	NN		大型Ｂ２ハーネス（一品）		04549	0	410		2025/08/01 21:30:35	20250718	 	 	
P100	ZPS2	CC0	I-0326878-10-01-01	40156586	0020	0013962035	ケース（NCT）	A0340	NN	J00A7156400	ケース	1	04580	0	131		2025/08/01 21:30:35	20250303	 	 	
P100	ZPS2	CC0	G-0331386-10-01-03	40160456	0010	0014674146	ケース（板金）	A0310	NN	J00A7168700	大型Ｂ２ケース	1	04580	0	60		2025/08/01 21:30:35	20250804	 	 	
P100	ZPS2	CC0	I-0326878-10-01-01	40156586	0010	0013962034	ケース（板金）	A0310	NN	J00A7156400	ケース	1	04580	0	80		2025/08/01 21:30:35	20250303	 	 	
P100	ZPS2	CC0	G-0331386-10-01-07-01	40160461	0010	0014674190	ケース（板金）	A0310	NN	J00A7174700	別盤(LCP)_ケース	1	04580	0	160		2025/08/01 21:30:36	20250603	 	 	
P100	ZPS2	C27	I-0335989-10	40161158	0030	0014873697	総合組立	C0912	MNN	A00A2088100	SFST15SGB-100MSP	1	04581	0	120		2025/08/01 21:30:36	20251110	 	 	
P100	ZPS2	C28	I-0335989-10-01-01	40162611	0030	0015049910	総合組立	C0912	MNN	A00A2088101	SFST15SGB-100MSP 入出力盤	1	04581	0	120		2025/08/01 21:30:36	20251110	 	 	
P100	ZPS2	C28	I-0335989-10-01-02	40162614	0030	0015049940	総合組立	C0912	MNN	A00A2088102	SFST15SGB-100MSP INV盤	1	04581	0	40		2025/08/01 21:30:36	20251110	 	 	
P100	ZPS2	C28	I-0335989-10-01-03	40162618	0030	0015049977	総合組立	C0912	MNN	A00A2088103	SFST15SGB-100MSP BATT盤	1	04581	0	40		2025/08/01 21:30:36	20251110	 	 	
P100	ZPS2	CC0	G-0331386-10-01-03	40160456	0030	0014674148	ケース（枠・組立）	A0320	MNN	J00A7168700	大型Ｂ２ケース	1	04689	0	430		2025/08/01 21:30:37	20250804	 	 	
P100	ZP11	PC1	 	50119358	0160	0015294199	作業時間（検査）	A0852	MFN	P0A569600	WK-5696    CNCTR(J)ROHS	88	04780	0	25		2025/08/01 21:30:37	20250807	0000000000	000000	1120
P100	ZP11	PC1	 	50119358	0130	0015294197	段取り（検査）	A0850	SNF	P0A569600	WK-5696    CNCTR(J)ROHS	88	04780	0	10		2025/08/01 21:30:37	20250807	0000000000	000000	1120
P100	ZPS2	C17	G-0327727-10	40157021	0030	0014063417	総合組立	C0911	MNN	A00A2031200	KC4WF7-30-10KC（1EGL）	2	04764	0	430		2025/08/01 21:30:37	20250910	 	 	
P100	ZP11	PC1	 	50119880	0130	0015606801	段取り（検査）	A0850	SNF	P0A344825	WK-3448 S25   MAIN PCB	25	04780	0	10		2025/08/01 21:30:37	20250818	0000000000	000000	1120
P100	ZP11	PC1	 	50120063	0130	0015698815	段取り（検査）	A0850	SNF	P00A0728802	WK-7288  U02 PLASMA PANEL	3	04780	0	10		2025/08/01 21:30:38	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50120059	0160	0015698737	作業時間（検査）	A0852	MFN	P00A0717122	MK-7171D U22 (MK691 SD9)	8	04780	0	20		2025/08/01 21:30:38	20250827	0000000000	000000	1120
P100	ZP11	PC1	 	50120059	0130	0015698735	段取り（検査）	A0850	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	04780	0	10		2025/08/01 21:30:38	20250827	0000000000	000000	1120
P100	ZP11	PC1	 	50119880	0160	0015606803	作業時間（検査）	A0852	MFN	P0A344825	WK-3448 S25   MAIN PCB	25	04780	0	10		2025/08/01 21:30:38	20250818	0000000000	000000	1120
P100	ZP11	PC1	 	50120063	0160	0015698817	作業時間（検査）	A0852	MFN	P00A0728802	WK-7288  U02 PLASMA PANEL	3	04780	0	10		2025/08/01 21:30:38	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50120125	0130	0015746889	段取り（検査）	A0850	SNF	97K162000	YPK-1620A	1	04780	0	10		2025/08/01 21:30:39	20250807	0000000000	000000	1120
P100	ZP11	PC1	 	50120125	0160	0015746891	作業時間（検査）	A0852	MFN	97K162000	YPK-1620A	1	04780	0	10		2025/08/01 21:30:39	20250807	0000000000	000000	1120
P100	ZP11	PC1	 	50120134	0130	0015747109	段取り（検査）	A0850	SNF	P0A435601	CK-4356 S01	1	04780	0	10		2025/08/01 21:30:39	20250807	0000000000	000000	1120
P100	ZP11	PC1	 	50120134	1000	0015747115	作業時間（検査）	A0852	MFN	P0A435601	CK-4356 S01	1	04780	0	10		2025/08/01 21:30:39	20250807	0000000000	000000	1120
P100	ZP11	PC1	 	50120154	0130	0015748628	段取り（検査）	A0850	SNF	P0A596901	IK-5969S01    DRIVE PCB	2	04780	0	10		2025/08/01 21:30:39	20250725	0000000000	000000	1120
P100	ZP11	PC6	 	50119617	0360	0015777978	作業時間（検査）	A0852	MFN	P00A0747002	PK-7470B U02 6.4KW ﾙｯｸｽ	50	04780	0	180		2025/08/01 21:30:40	20250724	0000000000	000000	1120
P100	ZPS2	C28	I-0334840-10-01-05	40162221	0030	0015029798	総合組立	C0912	MNN	A00A2064702	SFST25SGB1-100MSE (INV)	1	04833	0	340		2025/08/01 21:30:40	20250827	 	 	
P100	ZP11	PC1	 	50120154	0160	0015748630	作業時間（検査）	A0852	MFN	P0A596901	IK-5969S01    DRIVE PCB	2	04780	0	10		2025/08/01 21:30:40	20250725	0000000000	000000	1120
P100	ZP10	B10	 	10131775	0040	0014875681	総合組立	C0921	MSN	A00A1511801	NW-150AH-5 CQC	20	04848	0	390		2025/08/01 21:30:40	20250819	0000000000	000000	1911
P100	ZP11	PC6	 	50119617	0330	0015777975	段取り（検査）	A0850	SNF	P00A0747002	PK-7470B U02 6.4KW ﾙｯｸｽ	50	04780	0	10		2025/08/01 21:30:40	20250724	0000000000	000000	1120
P100	ZPS2	C17	G-0327727-10	40157021	0030	0014063417	総合組立	C0911	MNN	A00A2031200	KC4WF7-30-10KC（1EGL）	2	04947	0	245		2025/08/01 21:30:41	20250910	 	 	
P100	ZPS2	C28	I-0334840-10-01-06	40162223	0030	0015029814	総合組立	C0912	MNN	A00A2064703	SFST25SGB1-100MSE (BATT)	1	04954	0	80		2025/08/01 21:30:41	20250827	 	 	
P100	ZPS2	C28	I-0334840-10-01-05	40162221	0030	0015029798	総合組立	C0912	MNN	A00A2064702	SFST25SGB1-100MSE (INV)	1	04954	0	90		2025/08/01 21:30:41	20250827	 	 	
P100	ZPS2	C28	I-0334840-10-01-04	40162219	0030	0015029782	総合組立	C0912	MNN	A00A2064701	SFST25SGB1-100MSE (I/O)	1	04954	0	30		2025/08/01 21:30:41	20250827	 	 	
P100	ZP10	B10	 	10131775	0040	0014875681	総合組立	C0921	MSN	A00A1511801	NW-150AH-5 CQC	20	04915	0	380		2025/08/01 21:30:41	20250819	0000000000	000000	1911
P100	ZP11	PC1	 	50120021	0060	0015696527	段取り（自挿）	A0810	SNF	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	6	05128	0	7		2025/08/01 21:30:42	20250821	0000000000	000000	1120
P100	ZPS2	CB0	G-0331386-10-01-01	40160450	1000	0014674099	大型変圧（組立・仕上・検査）	A0030	MNN	F00A0898800	3φ 5215KVA 3450/106,70V	1	05025	0	440		2025/08/01 21:30:42	20250820	 	 	
P100	ZP11	PC1	 	50119745	0030	0015746005	段取り（チップ実装）	A0800	SNF	P00A0728800	WK-7288      PANEL ROHS	10	05128	0	3		2025/08/01 21:30:42	20250826	0000000000	000000	1120
P100	ZP11	PC1	 	50119745	0050	0015746007	作業時間（チップ実装）	A0802	SNF	P00A0728800	WK-7288      PANEL ROHS	10	05128	0	31		2025/08/01 21:30:42	20250826	0000000000	000000	1120
